id,hz,py,hv,pos,mn,audioUrl,mw,exSample,exPinyin,exMeaning,hskLevel,hanVietLevel,isPublished,createdAt
w-gongren2,工人,gōngrén,công nhân,n,"{""vi"": ""công nhân"", ""en"": ""worker""}",,"个, 位, 名, 些 [gè, wèi, míng, xiē]",工人在工厂工作。,Gōngrén zài gōngchǎng gōngzuò.,"{""vi"": ""Công nhân làm việc ở nhà máy."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-nanren2,男人,nánrén,nam nhân,n,"{""vi"": ""con trai, đàn ông"", ""en"": ""man""}",,"个, 位, 名 [gè, wèi, míng]",那个男人是医生。,Nàge nánrén shì yīshēng.,"{""vi"": ""Người đàn ông kia là bác sĩ."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-bingren2,病人,bìngrén,bệnh nhân,n,"{""vi"": ""bệnh nhân"", ""en"": ""patient""}",,"个, 位 [gè, wèi]",病人需要休息。,Bìngrén xūyào xiūxi.,"{""vi"": ""Bệnh nhân cần nghỉ ngơi."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-riqi2,日期,rìqī,nhật kỳ,n,"{""vi"": ""ngày [xác định]"", ""en"": ""date""}",,"个, 段 [gè, duàn]",我会记住这个重要日期。,Wǒ huì jì zhù zhège zhòngyào rìqī.,"{""vi"": ""Tôi sẽ ghi nhớ ngày quan trọng này."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xingqiri2,星期日,xīngqīrì,tinh kỳ nhật,n,"{""vi"": ""chủ nhật"", ""en"": ""Sunday""}",,个 [gè],星期日我休息。,Xīngqīrì wǒ xiūxi.,"{""vi"": ""Chủ nhật tôi nghỉ ngơi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-loushang2,楼上,lóu shàng,lâu thượng,n,"{""vi"": ""tầng trên"", ""en"": ""upstairs""}",,,我住在楼上。,Wǒ zhù zài lóu shàng.,"{""vi"": ""Tôi sống ở tầng trên."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-shenshang,身上,shēnshang,thân thượng,n,"{""vi"": ""trên người"", ""en"": ""on one’s body, [carry something] with one""}",,,我身上没有钱。,Wǒ shēnshang méiyǒu qián.,"{""vi"": ""Tôi không có tiền trên người."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-cheshang2,车上,chē shàng,xa thượng,,"{""vi"": ""trên xe"", ""en"": ""in the car, on a bus, etc""}",,,请不要在车上吃东西。,Qǐng bùyào zài chē shàng chī dōngxi.,"{""vi"": ""Xin đừng ăn đồ trên xe."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-dishang,地上,dìshàng,địa thượng,n,"{""vi"": ""trên mặt đất"", ""en"": ""on the ground""}",,,地上有很多衣服。,Dìshàng yǒu hěnduō yīfu.,"{""vi"": ""Trên mặt đất có rất nhiều quần áo."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-zaoshang,早上,zǎoshang,tảo thượng,n,"{""vi"": ""buổi sáng"", ""en"": ""morning""}",,个 [gè],妈妈早上很忙。,Māma zǎoshang hěn máng.,"{""vi"": ""Buổi sáng mẹ rất bận."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-wanshang,晚上,wǎnshang,vãn thượng,n,"{""vi"": ""buổi tối"", ""en"": ""evening""}",,个 [gè],你晚上几点睡觉？,Nǐ wǎnshang jǐ diǎn shuìjiào?,"{""vi"": ""Buổi tối mấy giờ bạn đi ngủ?"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhongxuesheng,中学生,zhōngxuéshēng,trung học sinh,n,"{""vi"": ""học sinh trung học"", ""en"": ""middle School student""}",,"个, 名, 位, 帮 [gè, míng, wèi, bāng]",他是一位优秀的中学生。,Tā shì yī wèi yōuxiù de zhōngxuéshēng.,"{""vi"": ""Anh ấy là một học sinh trung học xuất sắc."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xiansheng2,先生,xiānshēng,tiên sinh,n,"{""vi"": ""quý ông [gọi tôn kính]"", ""en"": ""sir; husband""}",,"个, 位, 名, 些 [gè, wèi, míng, xiē]",王先生是老师。,Wáng xiānshēng shì lǎoshī.,"{""vi"": ""Ông Vương là giáo viên."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-yisheng,医生,yīshēng,y sinh,n,"{""vi"": ""bác sĩ"", ""en"": ""doctor""}",,"位, 名, 个 [wèi, míng, gè]",她是我的医生。,Tā shì wǒ de yīshēng.,"{""vi"": ""Cô ấy là bác sĩ của tôi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-daxuesheng2,大学生,dàxuéshēng,đại học sinh,n,"{""vi"": ""sinh viên đại học"", ""en"": ""university student, college student""}",,"名, 个, 位 [míng, gè, wèi]",她是北京大学的大学生。,Tā shì Běijīng Dàxué de dàxuéshēng.,"{""vi"": ""Cô ấy là sinh viên Đại học Bắc Kinh."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xuesheng,学生,xuésheng,học sinh,n,"{""vi"": ""học sinh, sinh viên"", ""en"": ""student""}",,"个, 名, 群 [gè, míng, qún]",我是学生。,Wǒ shì xuéshēng.,"{""vi"": ""Tôi là học sinh."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xiaoxuesheng,小学生,xiǎoxuéshēng,tiểu học sinh,n,"{""vi"": ""học sinh tiểu học"", ""en"": ""primary school student""}",,"个, 位, 名 [gè, wèi, míng]",我弟弟是小学生。,Wǒ dìdi shì xiǎoxuéshēng.,"{""vi"": ""Em trai tôi là học sinh tiểu học."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xiaoshi2,小时,xiǎoshí,tiểu thời,n,"{""vi"": ""tiếng, giờ đồng hồ"", ""en"": ""hour""}",,"个, 半, 些 [gè, bàn, xiē]",他跑步半个小时。,Tā pǎobù bàn gè xiǎoshí.,"{""vi"": ""Anh ấy chạy bộ nửa tiếng."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-shijian2,时间,shíjiān,thời gian,n,"{""vi"": ""thời gian"", ""en"": ""time""}",,"段, 点 [duàn, diǎn]",我没有时间。,Wǒ méiyǒu shíjiān.,"{""vi"": ""Tôi không có thời gian."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-shihou,时候,shíhou,thời hậu,n,"{""vi"": ""thời gian, lúc"", ""en"": ""[a point in] time, moment""}",,"个, 段, 些, 阵 [gè, duàn, xiē, zhèn]",他工作的时候很认真。,Tā gōngzuò de shíhou hěn rènzhēn.,"{""vi"": ""Anh ấy rất chăm chỉ khi làm việc."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-shudian2,书店,shūdiàn,thư điếm,n,"{""vi"": ""cửa hàng sách, tiệm"", ""en"": ""bookstore""}",,"个, 家 [gè, jiā]",书店在学校的旁边。,Shūdiàn zài xuéxiào de pángbiān.,"{""vi"": ""Hiệu sách ở bên cạnh trường học."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-dushu2,读书,dúshū,đọc thư,v,"{""vi"": ""đọc sách"", ""en"": ""reading; study""}",,,我每天都读书。,Wǒ měitiān dōu dúshū.,"{""vi"": ""Tôi đọc sách mỗi ngày."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-jintian2,今天,jīntiān,kim thiên,n,"{""vi"": ""hôm nay"", ""en"": ""today""}",,,今天天气很好。,Jīntiān tiānqì hěn hǎo.,"{""vi"": ""Hôm nay thời tiết rất đẹp."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-mingtian2,明天,míngtiān,minh thiên,n,"{""vi"": ""ngày mai"", ""en"": ""tomorrow""}",,,明天我要去学校。,Míngtiān wǒ yào qù xuéxiào.,"{""vi"": ""Ngày mai tôi phải đi học."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xingqitian2,星期天,xīngqī tiān,tinh kỳ thiên,n,"{""vi"": ""chủ nhật"", ""en"": ""Sunday""}",,个 [gè],星期天我不上学。,Xīngqītiān wǒ bù shàngxué.,"{""vi"": ""Chủ nhật tôi không đi học."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zuotian,昨天,zuótiān,tạc thiên,n,"{""vi"": ""hôm qua"", ""en"": ""Yesterday""}",,,他昨天晚上根本没有回家。,Tā zuótiān wǎnshàng gēnběn méiyǒu huí jiā.,"{""vi"": ""Tối qua anh ấy không  hề về nhà."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-tingxie2,听写,tīngxiě,thính tả,v,"{""vi"": ""nghe viết"", ""en"": ""dictation; dictate""}",,,请你听写这段话。,Qǐng nǐ tīngxiě zhè duàn huà.,"{""vi"": ""Bạn hãy nghe viết đoạn này."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-tingdao2,听到,tīng dào,thính đến,v,"{""vi"": ""nghe thấy"", ""en"": ""hear""}",,,我听到一首好听的歌。,Wǒ tīng dào yī shǒu hǎotīng de gē.,"{""vi"": ""Tôi nghe thấy một bài hát hay."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-tingjian2,听见,tīngjiàn,thính kiến,v,"{""vi"": ""nghe thấy"", ""en"": ""hear""}",,,你听见音乐了吗？,Nǐ tīngjiàn yīnyuè le ma?,"{""vi"": ""Bạn nghe thấy nhạc không?"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-guowai2,国外,guówài,quốc ngoại,n,"{""vi"": ""nước ngoài"", ""en"": ""foreign; oversea; abroad""}",,,我想去国外旅游。,Wǒ xiǎng qù guówài lǚyóu.,"{""vi"": ""Tôi muốn đi nước ngoài du lịch."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-waibian2,外边,wàibian,ngoại biên,n,"{""vi"": ""bên ngoài"", ""en"": ""out, outside""}",,,外边很冷，多穿点儿衣服吧。,"Wàibian hěn lěng, duō chuān diǎnr yīfu ba.","{""vi"": ""Trời lạnh đấy, mặc thêm áo vào nhé."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-wanr,玩儿,wánr,ngoạn nhi,v,"{""vi"": ""chơi"", ""en"": ""play""}",,,他在家玩儿电脑。,Tā zài jiā wánr diànnǎo.,"{""vi"": ""Anh ấy chơi máy tính ở nhà."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-haowanr2,好玩儿,hǎo wánr,hảo ngoạn nhi,adj,"{""vi"": ""[chơi] vui, thú vị"", ""en"": ""fun; interesting""}",,,游乐园很好玩儿。,Yóulèyuán hěn hǎowánr.,"{""vi"": ""Công viên giải trí rất thú vị."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-wanshang2,晚上,wǎnshang,vãn thượng,n,"{""vi"": ""buổi tối"", ""en"": ""evening""}",,个 [gè],晚上我看电视。,Wǎnshang wǒ kàn diànshì.,"{""vi"": ""Buổi tối tôi xem tivi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-wanfan2,晚饭,wǎnfàn,vãn phạn,n,"{""vi"": ""cơm tối, bữa tối"", ""en"": ""dinner, supper""}",,顿 [dùn],妈妈在准备晚饭。,Māma zài zhǔnbèi wǎnfàn.,"{""vi"": ""Mẹ đang chuẩn bị bữa tối."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhongwen,中文,zhōngwén,trung văn,n,"{""vi"": ""[văn tự] Tiếng Trung"", ""en"": ""Chinese [language]""}",,,我正在学中文。,Wǒ zhèngzài xué zhōngwén.,"{""vi"": ""Tôi đang học tiếng Trung."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-kewen2,课文,kèwén,khóa văn,n,"{""vi"": ""bài khóa, bài đọc"", ""en"": ""text""}",,"篇, 段 [piān, duàn]",请你读课文。,Qǐng nǐ dú kèwén.,"{""vi"": ""Mời bạn đọc bài khóa."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-shangwu,上午,shàngwǔ,thượng ngọ,n,"{""vi"": ""buổi sáng"", ""en"": ""morning""}",,个 [gè],上午我有中文课。,Shàngwǔ wǒ yǒu zhōngwén kè.,"{""vi"": ""Buổi sáng tôi có tiết tiếng Trung."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xiawu,下午,xiàwǔ,hạ ngọ,n,"{""vi"": ""buổi chiều"", ""en"": ""afternoon""}",,个 [gè],下午天气很好。,Xiàwǔ tiānqì hěn hǎo.,"{""vi"": ""Buổi chiều thời tiết rất đẹp."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhongwu,中午,zhōngwǔ,trung ngọ,n,"{""vi"": ""buổi trưa"", ""en"": ""Noon""}",,个 [gè],中午我们一起吃饭。,Zhōngwǔ wǒmen yīqǐ chīfàn.,"{""vi"": ""Buổi trưa chúng ta cùng ăn cơm."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xiayu2,下雨,xià yǔ,hạ vũ,v,"{""vi"": ""đổ mưa"", ""en"": ""rain""}",,,今天下雨了。,Jīntiān xiàyǔ le.,"{""vi"": ""Hôm nay trời mưa rồi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zuoxia,坐下,zuò xià,tọa hạ,v,"{""vi"": ""ngồi xuống"", ""en"": ""sit down""}",,,坐下，安静点！,"Zuò xià, ānjìng diǎn!","{""vi"": ""Hãy ngồi xuống và im lặng!"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xiaojie2,小姐,xiǎojiě,tiểu thư,n,"{""vi"": ""tiểu thư, cô, em"", ""en"": ""miss, young lady""}",,"位, 名, 个, 些 [wèi, míng, gè, xiē]",王小姐是老师。,Wáng xiǎojiě shì lǎoshī.,"{""vi"": ""Cô Vương là giáo viên."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xiaoxue,小学,xiǎoxué,tiểu học,n,"{""vi"": ""bậc tiểu học"", ""en"": ""primary school""}",,所 [suǒ],这所小学很大。,Zhè suǒ xiǎoxué hěn dà.,"{""vi"": ""Trường tiểu học này rất lớn."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xiaoxuesheng2,小学生,xiǎoxuéshēng,tiểu học sinh,n,"{""vi"": ""học sinh tiểu học"", ""en"": ""primary school student""}",,"个, 位, 名 [gè, wèi, míng]",小学生每天八点上课。,Xiǎoxuéshēng měitiān bā diǎn shàngkè.,"{""vi"": ""Học sinh tiểu học mỗi ngày vào học lúc tám giờ."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xiaopengyou2,小朋友,xiǎopéngyou,tiểu bằng hữu,n,"{""vi"": ""trẻ em, bạn nhỏ"", ""en"": ""child""}",,"个, 名, 位 [gè, míng, wèi]",小朋友在公园玩儿。,Xiǎopéngyou zài gōngyuán wánr.,"{""vi"": ""Trẻ em đang chơi ở công viên."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-yixie,一些,yīxiē,nhất ta,,"{""vi"": ""một ít, một chút"", ""en"": ""some""}",,,我有一些书。,Wǒ yǒu yìxiē shū.,"{""vi"": ""Tôi có một vài quyển sách."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-naxie3,哪些,nǎxiē,nã ta,pron,"{""vi"": ""những … nào"", ""en"": ""which""}",,,你有哪些主要的爱好？,Nǐ yǒu nǎxiē zhǔyào de àihào?,"{""vi"": ""Sở thích chính của bạn là gì?"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-youxie,有些,yǒuxiē,hữu ta,pron,"{""vi"": ""có một tí, hơi, có phần"", ""en"": ""some""}",,,有些人不想吃饭。,Yǒuxiē rén bùxiǎng chīfàn.,"{""vi"": ""Một vài người không muốn ăn cơm."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhexie,这些,zhèxiē,già ta,pron,"{""vi"": ""những cái này"", ""en"": ""these""}",,,这些东西很贵。,Zhèxiē dōngxi hěn guì.,"{""vi"": ""Những đồ này rất đắt."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-naxie4,那些,nàxiē,na ta,pron,"{""vi"": ""những … ấy, những"", ""en"": ""those""}",,,那些书是你的吗？,Nàxiē shū shì nǐ de ma?,"{""vi"": ""Những quyển sách kia là của bạn à?"", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xingqitian3,星期天,xīngqī tiān,tinh kỳ thiên,n,"{""vi"": ""chủ nhật"", ""en"": ""Sunday""}",,个 [gè],今天是星期天。,Jīntiān shì xīngqī tiān.,"{""vi"": ""Hôm nay là chủ nhật."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xingqiri3,星期日,xīngqīrì,tinh kỳ nhật,n,"{""vi"": ""chủ nhật"", ""en"": ""Sunday""}",,个 [gè],今天是星期日。,Jīntiān shì xīngqī rì.,"{""vi"": ""Hôm nay là chủ nhật."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-shangxue,上学,shàngxué,thượng học,v,"{""vi"": ""[đang] đi học"", ""en"": ""go to school""}",,,我每天坐公交车上学。,Wǒ měitiān zuò gōngjiāochē shàngxué.,"{""vi"": ""Mỗi ngày tôi đi xe buýt đi học."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhongxue,中学,zhōngxué,trung học,n,"{""vi"": ""cấp trung học"", ""en"": ""middle school""}",,"个, 家, 所 [gè, jiā, suǒ]",他是我中学的同学。,Tā shì wǒ zhōngxué de tóngxué.,"{""vi"": ""Anh ấy là bạn học của tôi ở trường trung học."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-tongxue,同学,tóngxué,đồng học,n,"{""vi"": ""bạn học"", ""en"": ""classmate""}",,"位, 个, 些 [wèi, gè, xiē]",他是我的同学。,Tā shì wǒ de tóngxué.,"{""vi"": ""Cậu ấy là bạn học của tôi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-daxue2,大学,dàxué,đại học,n,"{""vi"": ""đại học"", ""en"": ""university""}",,"所, 座 [suǒ, zuò]",我们是大学同学。,Wǒmen shì dàxué tóngxué.,"{""vi"": ""Chúng tôi là bạn cùng lớp ở đại học."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xiaoxue2,小学,xiǎoxué,tiểu học,n,"{""vi"": ""bậc tiểu học"", ""en"": ""primary school""}",,所 [suǒ],我妹妹明年上小学。,Wǒ mèimei míngnián shàng xiǎoxué.,"{""vi"": ""Em gái tôi năm sau học tiểu học."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xuexi,学习,xuéxí,học tập,v,"{""vi"": ""học tập"", ""en"": ""study""}",,,她学习很认真。,Tā xuéxí hěn rènzhēn.,"{""vi"": ""Cô ấy học tập rất chăm chỉ."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xuexiao,学校,xuéxiào,học hiệu,n,"{""vi"": ""trường học"", ""en"": ""school""}",,"所, 个 [suǒ, gè]",学校有很多学生。,Xuéxiào yǒu hěnduō xuéshēng.,"{""vi"": ""Trường học có rất nhiều học sinh."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-xuesheng2,学生,xuésheng,học sinh,n,"{""vi"": ""học sinh, sinh viên"", ""en"": ""student""}",,"个, 名, 群 [gè, míng, qún]",这个学生很努力。,Zhège xuéshēng hěn nǔlì.,"{""vi"": ""Học sinh này rất chăm chỉ."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-xueyuan,学院,xuéyuàn,học viện,n,"{""vi"": ""học viện"", ""en"": ""college; academy""}",,"个, 所, 家 [gè, suǒ, jiā]",这个学院很大。,Zhège xuéyuàn hěn dà.,"{""vi"": ""Học viện này rất lớn."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-yixiar2,一下儿,yīxiàr,nhất hạ nhi,,"{""vi"": ""một lát, một lúc"", ""en"": ""one time, once""}",,,我想问一下儿。,Wǒ xiǎng wèn yīxiàr.,"{""vi"": ""Tôi muốn hỏi một chút."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yixie2,一些,yīxiē,nhất ta,,"{""vi"": ""một ít, một chút"", ""en"": ""some""}",,,桌子上有一些水果。,Zhuōzi shàng yǒu yīxiē shuǐguǒ.,"{""vi"": ""Trên bàn có một ít trái cây."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yiban2,一半,yībàn,nhất bán,num,"{""vi"": ""một nửa"", ""en"": ""half""}",,,我们班几乎一半学生来自越南。,Wǒmen bān jīhū yībàn xuéshēng láizì yuènán.,"{""vi"": ""Gần một nửa số học sinh trong lớp chúng tôi đến từ Việt Nam."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yidianr2,一点儿,yīdiǎnr,nhất điểm nhi,,"{""vi"": ""một chút"", ""en"": ""a little, a bit""}",,,我只会说一点儿中文。,Wǒ zhǐ huì shuō yīdiǎnr zhōngwén.,"{""vi"": ""Tôi chỉ biết nói một chút tiếng Trung."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yisheng2,医生,yīshēng,y sinh,n,"{""vi"": ""bác sĩ"", ""en"": ""doctor""}",,"位, 名, 个 [wèi, míng, gè]",医生在办公室。,Yīshēng zài bàngōngshì.,"{""vi"": ""Bác sĩ ở văn phòng."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yiyuan,医院,yīyuàn,y viện,n,"{""vi"": ""bệnh viện"", ""en"": ""hospital""}",,"家, 所, 个, 座 [jiā, suǒ, gè, zuò]",我明天要去医院。,Wǒ míngtiān yào qù yīyuàn.,"{""vi"": ""Ngày mai tôi phải đi bệnh viện."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-youxie2,有些,yǒuxiē,hữu tả,pron,"{""vi"": ""có một tí, hơi, có phần"", ""en"": ""some""}",,,有些学生喜欢运动。,Yǒuxiē xuéshēng xǐhuan yùndòng.,"{""vi"": ""Một số học sinh thích vận động."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-youshihou2,有时候,yǒu shíhou,hữu thời hậu,adv,"{""vi"": ""có lúc, có khi, đôi lúc, thỉnh thoảng"", ""en"": ""sometimes""}",,,我有时候去跑步。,Wǒ yǒu shíhou qù pǎobù.,"{""vi"": ""Thỉnh thoảng tôi đi chạy bộ."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-youdianr2,有点儿,yǒudiǎnr,hữu điểm nhi,adv,"{""vi"": ""hơi; có chút (thường dùng khi nói điều không tích cực)"", ""en"": ""a little; a bit (usually with a negative nuance)""}",,,我觉得有点儿饿。,Wǒ juéde yǒudiǎnr è.,"{""vi"": ""Tôi cảm thấy hơi đói."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-youde2,有的,yǒu de,hữu đích,pron,"{""vi"": ""có"", ""en"": ""some""}",,,我们班有的同学喜欢中文，有的喜欢英文。,"Wǒmen bān yǒu de tóngxué xǐhuan zhōngwén, yǒu de xǐhuan yīngwén.","{""vi"": ""Các bạn trong lớp tôi có người thích tiếng Trung, có người thích tiếng Anh."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-yiyuan2,医院,yīyuàn,y viện,n,"{""vi"": ""bệnh viện"", ""en"": ""hospital""}",,"家, 所, 个, 座 [jiā, suǒ, gè, zuò]",医院在学校的旁边。,Yīyuàn zài xuéxiào de pángbiān.,"{""vi"": ""Bệnh viện ở bên cạnh trường học."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xueyuan2,学院,xuéyuàn,học viện,n,"{""vi"": ""học viện"", ""en"": ""college; academy""}",,"个, 所, 家 [gè, suǒ, jiā]",我在学院学习中文。,Wǒ zài xuéyuàn xuéxí zhōngwén.,"{""vi"": ""Tôi học tiếng Trung ở học viện."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-dianyingyuan,电影院,diànyǐngyuàn,điện ảnh viện,n,"{""vi"": ""rạp chiếu phim"", ""en"": ""cinema; movie theater""}",,"家, 座, 个 [jiā, zuò, gè]",他在电影院工作。,Tā zài diànyǐngyuàn gōngzuò.,"{""vi"": ""Anh ấy làm việc ở rạp chiếu phim."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-fuwuyuan,服务员,fúwùyuán,phục vụ viên,n,"{""vi"": ""nhân viên phục vụ"", ""en"": ""waiter; waitress; service staff""}",,,服务员，请给我菜单。,"Fúwùyuán, qǐng gěi wǒ càidān.","{""vi"": ""Nhân viên ơi, cho tôi thực đơn."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-shouhuoyuan,售货员,shòuhuòyuán,thụ hóa viên,n,"{""vi"": ""nhân viên bán hàng"", ""en"": ""salesperson; shop assistant""}",,个 [gè],那位售货员很热情。,Nà wèi shòuhuòyuán hěn rèqíng.,"{""vi"": ""Người nhân viên bán hàng đó rất nhiệt tình."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-zhengzai,正在,zhèngzài,chính tại,adv,"{""vi"": ""đang"", ""en"": ""in the process of""}",,,他正在吃饭。,Tā zhèngzài chīfàn.,"{""vi"": ""Anh ấy đang ăn cơm."", ""en"": """"}",HSK1,M2,true,2026-06-29T08:29:38.000Z
w-xianzai,现在,xiànzài,hiện tại,n,"{""vi"": ""hiện tại, thời điểm bây giờ"", ""en"": ""the present; the present time""}",,,现在是学习最重要的阶段。,Xiànzài shì xuéxí zuì zhòngyào de jiēduàn.,"{""vi"": ""Hiện tại là giai đoạn quan trọng nhất để học tập."", ""en"": """"}",HSK1,M1,true,2026-06-29T08:29:38.000Z
w-zaoshang2,早上,zǎoshang,tảo thượng,n,"{""vi"": ""buổi sáng"", ""en"": ""morning""}",,个 [gè],早上好，欢迎你。,"Zǎoshang hǎo, huānyíng nǐ.","{""vi"": ""Chào buổi sáng, chào mừng bạn."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zaofan2,早饭,zǎofàn,tảo phạn,n,"{""vi"": ""bữa sáng"", ""en"": ""breakfast""}",,"顿, 份, 次, 餐 [dùn, fèn, cì, cān]",我每天早上七点吃早饭。,Wǒ měitiān zǎoshang qī diǎn chī zǎofàn.,"{""vi"": ""Mỗi sáng tôi ăn sáng lúc bảy giờ."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhege2,这个,zhège,già cá,pron,"{""vi"": ""cái này; người này; điều này"", ""en"": ""this; this one""}",,那个 [nàge],这个苹果很新鲜。,Zhège píngguǒ hěn xīnxiān.,"{""vi"": ""Quả táo này rất tươi."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
w-zhexie2,这些,zhèxiē,già tả,pron,"{""vi"": ""những cái này"", ""en"": ""these""}",,,这些花很漂亮。,Zhèxiē huā hěn piàoliang.,"{""vi"": ""Những bông hoa này rất đẹp."", ""en"": """"}",HSK1,M3,true,2026-06-29T08:29:38.000Z
